gh_run,run_id,label,k,key_step,seg,exec_s,model_load_s,mask_s,ai_s,crop_dec_s,comp_enc_s,up_s,worker_request_at,container_assigned_at,queue_wait_s,run_seg_wall_s,run_alloc_tail_lower_bound_s,run_cold_model_count,total_s,result
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,1,110.9,0.0,14.8,40.7,36.5,13.8,4.5,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,2,124.8,0.0,13.6,57.5,28.0,20.5,4.2,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,3,123.6,0.0,12.1,58.3,28.2,20.6,3.4,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,4,84.8,0.0,12.6,26.7,29.7,11.0,3.7,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,5,89.3,0.0,6.2,37.0,26.3,15.7,3.2,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,6,96.3,0.0,13.6,34.3,31.7,11.5,4.4,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,7,133.4,5.9,7.8,21.2,28.5,10.7,48.1,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,8,104.5,0.0,7.3,44.1,29.2,15.9,7.2,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,9,105.0,0.0,12.1,39.0,35.0,14.8,3.4,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,10,111.9,0.0,13.3,43.3,35.7,16.5,2.4,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-6-e3f81a,final-warm10,12,5,11,96.9,0.0,11.6,35.7,26.7,16.5,4.7,미측정,미측정,미측정(run 하한만),234.4,100.1,1,441.6,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,0,103.2,0.0,12.1,41.4,25.9,17.8,4.9,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,1,117.0,0.0,16.0,40.8,36.5,18.2,4.5,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,2,126.0,0.0,16.1,57.0,27.7,19.3,4.8,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,3,123.6,0.0,12.7,59.4,28.4,19.6,2.3,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,4,83.3,0.0,10.9,26.4,29.6,12.8,2.9,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,5,89.0,0.0,6.4,37.1,26.0,16.0,2.6,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,6,94.7,0.0,11.8,33.7,31.6,13.3,3.5,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,7,65.8,0.0,5.3,19.7,26.9,11.7,1.6,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,8,139.1,7.6,18.8,44.1,35.5,18.7,1.4,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,9,104.0,0.0,12.0,39.0,34.9,15.3,2.2,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,10,115.0,0.0,14.2,43.9,35.9,16.8,3.6,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-7-80cc2c,final-warm10,12,5,11,89.3,0.0,12.0,35.6,26.2,12.1,2.8,미측정,미측정,미측정(run 하한만),239.1,100.0,1,452.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,0,103.1,0.0,12.2,41.4,26.5,18.3,3.9,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,1,124.1,0.0,27.3,40.9,35.7,14.8,4.5,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,2,121.9,0.0,13.3,57.1,27.7,18.3,4.9,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,3,125.6,0.0,13.4,59.2,29.1,19.8,3.5,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,4,86.5,0.0,11.2,26.5,29.4,12.8,6.1,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,5,89.7,0.0,6.5,37.3,25.5,16.4,3.1,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,6,120.9,7.6,16.2,35.4,32.7,14.5,1.5,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,7,75.8,0.0,9.9,18.7,32.7,11.0,2.9,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,8,98.9,0.0,7.6,44.5,27.5,16.4,2.3,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,9,105.8,0.0,12.8,38.9,35.4,15.8,2.2,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,10,112.5,0.0,12.7,43.1,35.7,14.8,5.7,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-8-8a077d,final-warm10,12,5,11,92.9,0.0,12.4,36.2,26.7,13.7,3.1,미측정,미측정,미측정(run 하한만),233.2,107.6,1,447.2,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,0,104.6,0.0,15.0,41.7,27.2,17.5,2.0,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,1,107.9,0.0,13.2,40.1,35.2,13.5,5.1,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,2,124.5,0.0,13.6,57.2,27.4,21.3,4.4,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,3,126.3,0.0,13.0,58.9,28.5,21.1,3.8,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,4,86.6,0.0,11.8,26.6,29.9,13.3,4.4,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,5,97.8,0.0,11.1,35.2,30.4,15.6,3.8,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,6,88.0,0.0,7.1,35.6,25.9,15.4,3.0,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,7,77.8,0.0,10.0,18.8,33.0,11.3,4.1,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,8,100.0,0.0,7.4,44.4,27.9,16.4,3.1,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,9,104.1,0.0,12.5,38.5,35.0,14.3,3.2,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,10,133.1,6.6,17.2,45.2,35.6,16.8,3.1,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
32034908911,final-warm10-k12-ks5-9-530d23,final-warm10,12,5,11,90.1,0.0,11.7,35.4,26.4,12.0,3.9,미측정,미측정,미측정(run 하한만),235.4,102.3,1,444.5,OK
